method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
colmap,80,42,,52130,,,,,0,10,farthestpose,80,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,13.8841552734375,0.7239193320274353,0.21708877384662628,1000000,0.6028410196304321,21.006702423095703,,-0.15636455079345746,52130,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_steps15000,21.0067,1.901877,80,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_steps15000_val_step14999.json,52130,colmap | relaxed | ,80.0
colmap,90,42,,63153,,,,,0,10,farthestpose,90,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,21.31450080871582,0.2890700399875641,0.4796812832355499,1000000,0.0025470000691711903,0.12490001320838928,,0.40322280050176085,63153,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_steps15000,0.1249,0.010388,90,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_steps15000_val_step14999.json,63153,colmap | relaxed | ,90.0
colmap,100,42,,73606,,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,21.09676170349121,0.2761898636817932,0.46318212151527405,1000000,0.0024299996439367533,0.1143999993801117,,0.39749268837916996,73606,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_steps15000,0.1144,0.009765,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_steps15000_val_step14999.json,73606,colmap | relaxed | ,100.0
colmap,10,42,,437,,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,5.461243152618408,0.8608405590057373,0.1214379295706749,481110,,,,-0.4527998470384784,437,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n10_s42_relaxed_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n10_s42_relaxed_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n10_s42_relaxed_farthestpose_sharedcam_i10_gteval_poseopt_steps15000,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n10_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n10_s42_relaxed_farthestpose_sharedcam,bicycle_4_n10_s42_relaxed_farthestpose_sharedcam_i10_gteval_poseopt_steps15000_val_step14999.json,437,colmap | relaxed | Pose Opt,10.0
colmap,20,42,,1098,,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,9.581108093261719,0.9567405581474304,0.0599210262298584,1000000,0.5364030003547668,63.59889602661133,,-0.47167837945108976,1098,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n20_s42_relaxed_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n20_s42_relaxed_farthestpose_sharedcam_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_relaxed_farthestpose_sharedcam_i20_gteval_poseopt_steps15000,66.006,0.63768,6,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n20_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n20_s42_relaxed_farthestpose_sharedcam,bicycle_4_n20_s42_relaxed_farthestpose_sharedcam_i20_gteval_poseopt_steps15000_val_step14999.json,1098,colmap | relaxed | Pose Opt,20.0
colmap,30,42,,5338,,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,13.518132209777832,0.6090944409370422,0.17696022987365723,1000000,0.004540000576525927,0.3720000386238098,,-0.1157301780540807,5338,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n30_s42_relaxed_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n30_s42_relaxed_farthestpose_sharedcam_i30_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_relaxed_farthestpose_sharedcam_i30_gteval_poseopt_steps15000,0.3585,0.021015,17,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n30_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n30_s42_relaxed_farthestpose_sharedcam,bicycle_4_n30_s42_relaxed_farthestpose_sharedcam_i30_gteval_poseopt_steps15000_val_step14999.json,5338,colmap | relaxed | Pose Opt,30.0
colmap,40,42,,9564,,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,5.333511829376221,0.8694061636924744,0.16430926322937012,1000000,0.9767558574676514,65.51860046386719,,-0.4353816968578266,9564,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n40_s42_relaxed_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n40_s42_relaxed_farthestpose_sharedcam_i40_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_relaxed_farthestpose_sharedcam_i40_gteval_poseopt_steps15000,65.3618,1.36219,17,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n40_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n40_s42_relaxed_farthestpose_sharedcam,bicycle_4_n40_s42_relaxed_farthestpose_sharedcam_i40_gteval_poseopt_steps15000_val_step14999.json,9564,colmap | relaxed | Pose Opt,40.0
colmap,50,42,,20697,,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,13.240409851074219,0.6447802782058716,0.18874366581439972,1000000,0.3726469874382019,24.099098205566406,,-0.13601058109616826,20697,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_relaxed_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n50_s42_relaxed_farthestpose_sharedcam_i50_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_relaxed_farthestpose_sharedcam_i50_gteval_poseopt_steps15000,24.1505,1.641828,50,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n50_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_relaxed_farthestpose_sharedcam,bicycle_4_n50_s42_relaxed_farthestpose_sharedcam_i50_gteval_poseopt_steps15000_val_step14999.json,20697,colmap | relaxed | Pose Opt,50.0
colmap,60,42,,31380,,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,16.16063117980957,0.44284501671791077,0.24696633219718933,1000000,0.05196800082921982,2.414799928665161,,0.07676733055232488,31380,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n60_s42_relaxed_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n60_s42_relaxed_farthestpose_sharedcam_i60_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_relaxed_farthestpose_sharedcam_i60_gteval_poseopt_steps15000,2.4574,0.208908,60,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n60_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n60_s42_relaxed_farthestpose_sharedcam,bicycle_4_n60_s42_relaxed_farthestpose_sharedcam_i60_gteval_poseopt_steps15000_val_step14999.json,31380,colmap | relaxed | Pose Opt,60.0
colmap,70,42,,40962,,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,13.957538604736328,0.5764442086219788,0.20680591464042664,1000000,0.3186100125312805,11.666299819946289,,-0.06998494137719971,40962,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_relaxed_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_relaxed_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_relaxed_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,11.6684,2.542046,70,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n70_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n70_s42_relaxed_farthestpose_sharedcam,bicycle_4_n70_s42_relaxed_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,40962,colmap | relaxed | Pose Opt,70.0
colmap,80,42,,52130,,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,13.842411994934082,0.7281288504600525,0.2192695438861847,1000000,0.601580023765564,21.029802322387695,,-0.15846073852102807,52130,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,21.0067,1.901877,80,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n80_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam,bicycle_4_n80_s42_relaxed_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,52130,colmap | relaxed | Pose Opt,80.0
colmap,90,42,,63153,,,,,0,10,farthestpose,90,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,21.7720890045166,0.26909592747688293,0.5297415852546692,1000000,0.002235000254586339,0.12240000069141388,,0.45330138548075805,63153,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_poseopt_steps15000,0.1249,0.010388,90,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n90_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam,bicycle_4_n90_s42_relaxed_farthestpose_sharedcam_i90_gteval_poseopt_steps15000_val_step14999.json,63153,colmap | relaxed | Pose Opt,90.0
colmap,100,42,,73606,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,colmap,,,15000,15000,relaxed,MCMC,,,,,Shared Cam,,,,,gsplat,21.770587921142578,0.2585306465625763,0.5156521201133728,1000000,0.002368000103160739,0.11229999363422394,,0.45155591268365913,73606,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.1144,0.009765,100,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_relaxed_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam,bicycle_4_n100_s42_relaxed_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,73606,colmap | relaxed | Pose Opt,100.0
vggt,10,42,0.0,11000,voxels,,,,0,10,farthestpose,10,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,13.667380332946777,0.6051518321037292,0.17540910840034485,1000000,0.030796784907579422,1.5690529346466064,,-0.11143970334584093,10431,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000/stats/val_step14999.json,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000,1.569,0.141985,10,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose/eval_results.json,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_steps15000_val_step14999.json,10431,vggt |  | ,10.0
vggt,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.348417282104492,0.5425384640693665,0.21487757563591003,1000000,0.025717996060848236,1.3446000814437866,,-0.018578187299285915,22628,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000,1.3446,0.119326,20,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_steps15000_val_step14999.json,22628,vggt |  | ,20.0
vggt,30,42,0.0,33000,voxels,,,,0,10,farthestpose,30,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.931918144226074,0.5182397365570068,0.22469671070575714,1000000,0.019523000344634056,0.9797000288963318,,0.01296878298665897,33886,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000/stats/val_step14999.json,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000,0.9795,0.090795,30,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose/eval_results.json,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose,bicycle_4_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_steps15000_val_step14999.json,33886,vggt |  | ,30.0
vggt,40,42,0.0,44000,voxels,,,,0,10,farthestpose,40,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.378982543945312,0.5115588903427124,0.237630233168602,1000000,0.0186419989913702,0.8855998516082764,,0.032935195925020436,43515,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000/stats/val_step14999.json,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000,0.8856,0.086546,40,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose/eval_results.json,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose,bicycle_4_n40_s42_c0.0_p44000_voxels_farthestpose_i40_gteval_steps15000_val_step14999.json,43515,vggt |  | ,40.0
vggt,50,42,0.0,55000,voxels,,,,0,10,farthestpose,50,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.75465202331543,0.4973156154155731,0.24442508816719055,1000000,0.01934400014579296,0.9197998642921448,,0.05265778256671009,55619,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000/stats/val_step14999.json,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000,0.9199,0.086453,50,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose/eval_results.json,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose,bicycle_4_n50_s42_c0.0_p55000_voxels_farthestpose_i50_gteval_steps15000_val_step14999.json,55619,vggt |  | ,50.0
vggt,60,42,0.0,66000,voxels,,,,0,10,farthestpose,60,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.862531661987305,0.48669061064720154,0.25064411759376526,1000000,0.01655600033700466,0.836899995803833,,0.06485105788576058,67566,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000/stats/val_step14999.json,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000,0.8369,0.071063,60,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose/eval_results.json,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose,bicycle_4_n60_s42_c0.0_p66000_voxels_farthestpose_i60_gteval_steps15000_val_step14999.json,67566,vggt |  | ,60.0
vggt,70,42,0.0,77000,voxels,,,,0,10,farthestpose,70,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,16.925048828125,0.49140915274620056,0.254442036151886,1000000,0.01743599958717823,0.9155000448226929,,0.06531710788133163,76966,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000,0.9155,0.07769,70,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose/eval_results.json,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose,bicycle_4_n70_s42_c0.0_p77000_voxels_farthestpose_i70_gteval_steps15000_val_step14999.json,76966,vggt |  | ,70.0
vggt,80,42,0.0,88000,voxels,,,,0,10,farthestpose,80,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.10127067565918,0.4840233027935028,0.26105615496635437,1000000,0.01695599965751171,0.8730999827384949,,0.07700754780518385,90156,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000,0.873,0.073069,80,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose/eval_results.json,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose,bicycle_4_n80_s42_c0.0_p88000_voxels_farthestpose_i80_gteval_steps15000_val_step14999.json,90156,vggt |  | ,80.0
vggt,90,42,0.0,99000,voxels,,,,0,10,farthestpose,90,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.14659881591797,0.4818718731403351,0.26362621784210205,1000000,0.01613614521920681,0.8907228112220764,,0.08067796155181006,97825,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000,0.8907,0.071127,90,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose/eval_results.json,bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose,bicycle_4_n90_s42_c0.0_p99000_voxels_farthestpose_i90_gteval_steps15000_val_step14999.json,97825,vggt |  | ,90.0
vggt,100,42,0.0,110000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,17.303186416625977,0.48491042852401733,0.27097687125205994,1000000,0.015425998717546463,0.8569999933242798,,0.08600070818900447,107546,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,100,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose,bicycle_4_n100_s42_c0.0_p110000_voxels_farthestpose_i100_gteval_steps15000_val_step14999.json,107546,vggt |  | ,100.0
vggt,10,42,0.0,11000,voxels,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,13.79848861694336,0.6025251150131226,0.17613032460212708,1000000,0.03237094357609749,1.698430061340332,,-0.10696857799718398,10431,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000,1.569,0.141985,10,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose/eval_results.json,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose,bicycle_4_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,10431,vggt |  | Pose Opt,10.0
vggt,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,15.485201835632324,0.5256656408309937,0.2192419022321701,1000000,0.02609129622578621,1.395891547203064,,-0.003077579249492886,22628,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,1.3446,0.119326,20,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose,bicycle_4_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000_val_step14999.json,22628,vggt |  | Pose Opt,20.0
